name,Synonyms,CONU 
beta-d-glucose 6-phosphate,6-h2po3glcβ | 6-o-phosphono-β-d-glucopyranose | beta-d-glucose 6-(dihydrogen phosphate) | beta-d-glucose 6-phosphic acid | beta-d-glucose-6-phosphate | β-d-glucose 6-phosphate,
beta-d-glucuronic acid,beta-d-glucopyranuronic acid | glcab | glcaβ | β-d-glucopyranuronic acid,
beta-d-ribopyranose,β-d-ribopyranose,
beta-d-ribose-5-phosphate,5-o-phosphono-beta-d-ribofuranose | 5-o-phosphono-β-d-ribofuranose | β-d-ribofuranose 5-phosphate,
beta-escin,aescin b | beta-aescin | beta-escin,
betahistine,[2-(2-pyridyl)ethyl]methylamine | 2-(β-methylaminoethyl)pyridine | 2-[2-(methylamino)ethyl]pyridine | betahistina | bétahistine | betahistine | betahistinum | n-methyl-2-(2-pyridinyl)ethanamine | n-methyl-2-pyridineethanamine,
beta-hydroxyasparagine,"(2s,3s)-3-hydroxyasparagine",
beta-hydroxyaspartic acid,,
beta-hydroxybutyric acid,3-hydroxy-butanoic acid | 3-hydroxybutyric acid | β-hydroxybutyric acid,
beta-hydroxyfentanyl,,diabetmin   
beta-hydroxyisovaleric acid,beta-hydroxy-methylbutyrate,
beta-hydroxyleucine,,
beta-hydroxytryptophane,,
betaine,"2-(trimethylammonio)acetate | 2-n,n,n-trimethylammonio acetate | 2-trimethylammonioacetate | abromine | acidol | betaína anhidra | betaine | betaine, anhydrous | glycine betaine | glycinebetaine | glykokollbetain | n,n,n-trimethylammonioacetate | n,n,n-trimethylglycine | tmg | trimethylaminoacetate | trimethylammonioacetate | trimethylglycine | trimethylglycocoll",
betaine aldehyde,glycine betaine aldehyde,
beta-isosparteine,(-)-beta-isosparteine | (+)-beta-isosparteine | (+)-β-isosparteine | nonalupine,
beta-l-arabinose,,
beta-l-fucose,6-deoxy-beta-l-galactopyranose | beta-l-fucopyranose,
beta-mannobiose,4-o-β-d-mannopyranosyl-β-d-mannopyranose | β-mannobiose,yaz  
betameprodine,beta-1-methyl-3-ethyl-4-phenyl-4-propionoxy-piperidin | beta-3-ethyl-1-methyl-4-phenyl-4-propionoxypiperidine | beta-meprodine | betameprodina | betameprodine | betameprodinum,lomflox   
betamethasone,"16β-methyl-1,4-pregnadiene-9α-fluoro-11β,17α,21-triol-3,20-dione | 9-fluoro-16β-methylprednisolone | 9α-fluoro-16β-methylprednisolone | beta-methasone alcohol | betadexamethasone | betametasona | betamethasone | bétaméthasone | betamethasonum",clamovid ranule   
betamethasone phosphate,betamethasone 21-(dihydrogen phosphate) | betamethasone 21-phosphate | betamethasone dihydrogen phosphate,
beta-methyllactoside,,
beta-naphthoflavone,"3-phenyl-1h-naphtho(2,1-b)pyran-1-one | 5,6-benzoflavone | beta-nf | β-nf",
beta-phenyl-d-phenylalanyl-n-propyl-l-prolinamide,,
beta-pinene,2(10)-pinene | nopinene | pseudopinene | β-pinene,
betaprodine,beta-prodine | betaprodina | betaprodine | betaprodinum,alerinit   
beta-sitosterol,"(-)-β-sitosterol | (24r)-ethylcholest-5-en-3beta-ol | (24r)-ethylcholest-5-en-3β-ol | (24r)-stigmast-5-en-3beta-ol | (3β)-stigmast-5-en-3-ol | 22,23-dihydrostigmasterol | 24α-ethylcholesterol | azuprostat | cupreol | nimbosterol | sitosterol | triastonal | α-dihydrofucosterol | β-sitosterin",
betaxolol,1-(4-(2-(cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol | 1-(isopropylamino)-3-[p-(cyclopropylmethoxyethyl)phenoxy]-2-propanol | betaxolol | bétaxolol | betaxololum,myolid   
betazole,1h-pyrazole-3-ethanamine | 2-(1h-pyrazol-5-yl)ethanamine | 2-(3-pyrazolyl)ethylamine | 3-(2-aminoethyl)pyrazole | 3-(beta-aminoethyl)pyrazole | 3-(β-aminoethyl)pyrazole | ametazole | betazol | betazole | betazolum,budenofalk   
bethanechol,"(2-hydroxypropyl)trimethylammonium carbamate | 2-(carbamoyloxy)-n,n,n-trimethylpropan-1-aminium | 2-carbamoyloxypropyl-trimethylazanium | amidopropyldimethylbetaine | bethanechol | carbamoyl-beta-methylcholine | carbamoyl-β-methylcholine | carbamyl-beta-methylcholine | carbamyl-β-methylcholine",nalol    (revied formula)
bethanidine,"betanidina | betanidine | bétanidine | betanidinum | bethanidine | n,n'-dimethyl-n''-(phenylmethyl)-guanidine",amoxil   
betiatide,betiatida | betiatide,
betibeglogene autotemcel,autologous cd34+ cells encoding βa-t87q-globin gene | beti-cel | lentiglobin bb305,
betrixaban,"betrixaban | n-(5-chloropyridin-2-yl)-2-(4-(n,n-dimethylcarbamimidoyl)benzamido)-5-methoxybenzamide | n-(5-chloropyridin-2-yl)-2-[[4-(n,n-dimethylcarbamimidoyl)benzoyl]amino]-5-methoxybenzamide",
betula alleghaniensis pollen,yellow birch pollen extract,
betula lenta pollen,cherry birch pollen extract,
betula lenta whole,,
betula nigra pollen,river birch pollen extract,
betula occidentalis pollen,water birch pollen extract,
betula papyrifera pollen,paper birch pollen extract,
betula pendula pollen,betula alba var. pendula pollen | betula pendula pollen | betula pendula pollen extract | european white birch pollen | silver birch pollen | weeping birch pollen,
betula pendula tar oil,"betula alba oil | betula alba var. pendula tar oil | betula pendula resin oil | betula pendula tar volatile oil | betula verrucosa tar oil | birch tar oil | birch tar oil, rectified | european white birch tar oil | rectified birch tar oil | white birch oil",
betula populifolia pollen,gray birch pollen extract,
betulin,betuline | betulinic alcohol | betulinol,
betulinic acid,beta-betulinic acid,
bevacizumab,anti-vegf humanized monoclonal antibody | anti-vegf monoclonal antibody | bevacizumab | bevacizumab-awwb | rhumab-vegf,aa-feno micro   
bevacizumab zirconium zr-89,89zr-bevacizumab,
bevantolol,"(±)-bevantolol | 1-((2-(3,4-dimethoxyphenyl)ethyl)amino)-3-(3-methylphenoxy)-2-propanol | 1-(3,4-dimethoxyphenethylamino)-3-(m-tolyloxy)-2-propanol | 1-(3,4-dimethoxyphenethylamino)-3-m-tolyloxy-propan-2-ol | 1-[2-(3,4-dimethoxy-phenyl)-ethylamino]-3-m-tolyloxy-propan-2-ol | bevantolol | bévantolol | bevantololum",imva-   
bevasiranib,bevasiranib,
bevenopran,bevenopran,
bevifimod,bevifimod | staphylococcal protein a,
bevirimat,bevirimat,
bevonescein,bevonescein,
bevonium,,
bevufenogene nofeparvovec,bevufenogene nofeparvovec,
bexagliflozin,"(2s,3r,4r,5s,6r)-2-(4-chloro-3-((4-(2-(cyclopropyloxy)ethoxy)phenyl)methyl)phenyl)-6-(hydroxymethyl)tetrahydro-2h-pyran-3,4,5-triol | bexagliflozin | d-glucitol, 1,5-anhydro-1-c-(4-chloro-3-((4-(2-(cyclopropyloxy)ethoxy)phenyl)methyl)phenyl)-, (1s)-",
bexarotene,"4-[1-(3,5,5,8,8-pentamethyltetralin-2-yl)ethenyl]benzoic acid | 4-[1-(5,6,7,8,-tetrahydro-3,5,5,8,8-pentamethyl-2-naphtalenyl)ethenyl]benzoic acid | bexaroten | bexarotène | bexarotene | bexaroteno | bexarotenum | p-(1-(5,6,7,8-tetrahydro-3,5,5,8,8-pentamethyl-2-naphthyl)vinyl)benzoic acid",probitor atro reitant  
bexicaserin,"(7r)-n-(2,2-difluoroethyl)-7-methyl-1,2,3,4,6,7-hexahydro[1,4]diazepino[6,7,1-hi]indole-8-carboxamide | bexicaserin",
bexmarilimab,anti-clever-1 monoclonal antibody fp-1305 | bexmarilimab | clevegen,
bexotegrast,"(2s)-4-(2-methoxyethyl-(4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl)amino)-2-(quinazolin-4-ylamino)butanoic acid | (s)-4-[(2-methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino]-2-[(quinazolin-4-yl)amino]butanoic acid | butanoic acid, 4-[(2-methoxyethyl)[4-(5,6,7,8-tetrahydro-1,8-naphthyridin-2-yl)butyl]amino]-2-(4-quinazolinylamino)-, (2s)-",
bezafibrate,2-(p-(2-(p-chlorobenzamido)ethyl)phenoxy)-2-methylpropionic acid | bezafibrate | bezafibrato | bezafibratum,remethan  r   
bezitramide,bezitramida | bezitramide | bezitramidum,procar   
bezlotoxumab,bezlotoxumab,
bezuclastinib,"3,4-dimethyl-n-(2-phenyl-1h-pyrrolo(2,3-b)pyridin-5-yl)-1h-pyrazole-5-carboxamide | 3,4-dimethyl-n-(2-phenyl-1h-pyrrolo[2,3-b]pyridin-5-yl)-1h-pyrazole-5- carboxamide",
bf-1,"piperidine, 4-(6-ethoxy-1-methoxy-9h-thioxanthen-9-ylidene)-1-methyl-",
bf-37,,
bf-844,"1-(4-chloro-3,5-diphenyl-pyrazolo(3,4-c)pyridazin-1-yl)-2-methyl-propan-2-ol | 1-(4-chloro-3,5-diphenyl-pyrazolo[3,4-c]pyridazin-1-yl)-2-methyl-propan-2-ol | bf-844 | bf844",
bfh772,,
bfpet f-18,18f-tpp,
bg1805,,
bg-777,,
bga002,16 base single stranded peptide nucleic acid oligonucleotide - 7 aminoacids peptide,
bgb-dxp593,,
bg-p400-tat,"[4-(4-{1-[2-(2-{2-[2-(2-{2-[2-(4-guanidinomethyl-phenoxy)-ethoxy]-ethoxy}-ethoxy)-ethoxy]-ethoxy}-ethoxy)-ethyl]-1h-[1,2,3]triazol-4-ylmethoxy}-3,5-diiodo-phenoxy)-3,5-diiodo-phenyl]-acetic acid | 2-[4-[4-[[1-[2-[2-[2-[2-[2-[2-[2-[4-[(diaminomethylideneamino)methyl]phenoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl]triazol-4-yl]methoxy]-3,5-diiodophenoxy]-3,5-diiodophenyl]acetic acid",
bg-p-tat,"2-(4-(4-((1-(107-(4-(guanidinomethyl)phenoxy)-(polyethyleneglycol36))-1h-1,2,3-triazol-4-yl)methoxy)-3,5-diiodophenoxy)-3,5-diiodophenyl)acetic acid",
bgt-dtds,adeno-associated viral vector serotype 2 containing the human slc6a3 gene,
bht-3034,,
bhv-5000,(s)-1-(l-valyl)-n_((s)-1-phenyl-2-(pyridin-2-yl)ethyl)pyrrolidine-2-carboxamide fumarate,
bi 2536,,
bi 44370 ta,,
bi104,bi104,
bi-1206,,
bi-187004,"1h-indeno(2,1-b)pyridine-6-carbonitrile, 1-(1h-benzimidazol-6-ylcarbonyl)-2,3,4,4a,9,9a-hexahydro-, (4ar,9as)-",
bi-671800,,
bi-765063,,
bi-836826,anti-cd37 monoclonal antibody bi 836826 | bi 836826,
bi-836858,anti-cd33 monoclonal antibody bi 836858 | fully human igg1 antibody specific for cd33,
bi-836880,,
bia,,
biapenem,biapenem,
bibenzonium,,
bibrocathol,bibrocathol,
bicalutamide,bicalutamida | bicalutamide | bicalutamidum,lipez   
bicifadine,bicifadine,
bicine,"bicene | diethanol glycine | diethylolglycine | dihydroxyethylglycine | n,n-dihydroxyethyl glycine | n,n-dihydroxyethylglycine",
bicisate,,
bictegravir,bictegravir,
bicuculline,bicculine | bicucullin | d-bicuculline,
bicyclol,"4,4'-bi-1,3-benzodioxole)-5-carboxylic acid, 5'-(hydroxymethyl)-7,7'-dimethoxy-, methyl ester",
bidridistrogene xeboparvovec,scaavrh74.mhck7.hsgcb,
bietaserpine,bietaserpine,
bifemelane,bifemelane | bifemelano | bifemelanum,
bifenthrin,capture,
bifeprunox,bifeprunox | bifeprunoxum,
bifidobacterium animalis lactis,b. animalis lactis,
bifidobacterium bifidum,b. bifidum,
bifidobacterium breve,,
bifidobacterium longum,"b. longum | bifidobacterium longum reuter, 1963 | bifidobacterium longum whole",
bifidobacterium longum infantis,bifidobacterium infantis | bifidobacterium infantis whole | bifidobacterium lactentis whole | bifidobacterium liberorum whole | bifidobacterium longum bv. infantis whole | bifidobacterium longum infantis whole | bifidobacterium longum subsp. infantis | bifidobacterium longum subsp. infantis whole,
bifidobacterium longum infantis 35624,,
bifidobacterium spp.,"bifidobacteria | bifidobacterium | bifidobacterium [vandf] | bifidobacterium nos [who-dd] | bifidobacterium orla-jensen, 1924 | bifidobacterium spp. whole",
bifikafusp alfa,"immunoglobulin, anti-(human fibronectin ed-b domain) (synthetic human clone l19 scfv fragment) fusion protein with human interleukin 2",
bifonazole,"(+-)-1-(p,alpha-diphenylbenzyl)imidazole | 1-((4-biphenylyl)phenylmethyl)-1h-imidazole | 1-(alpha-(4-biphenylyl)benzyl)imidazole | 1-(p,alpha-diphenylbenzyl)imidazole | 1-[biphenyl-4-yl(phenyl)methyl]imidazole | bifonazol | bifonazole | bifonazolum",
bifunctional epoxide hydrolase 2,soluble epoxide hydrolase,
biguanide,,
biib015,anti-cripto-dm4,
biib021,,
biib115,,
bi-k0376,,
bilastine,bilastina | bilastine,
bilberry,bilberry fruit | dried billberry fruit (vaccinium myrtillus l.) | dwarf bilberry | dwarf bilberry fruit | european blueberry | european blueberry fruit | fresh billberry fruit (vaccinium myrtillus l.) | myrtilli fructus | myrtilli fructus recens (vaccinium myrtillus l.) | myrtilli fructus siccus (vaccinium myrtillus l.) | myrtillus | myrtle blueberry | myrtle blueberry fruit | myrtle whortleberry | myrtle whortleberry fruit | vaccinium myrtillus | vaccinium myrtillus dry fruit | vaccinium myrtillus fruit | whortleberry,
bilh 434,,
biliverdin ix gamma chromophore,,
biliverdine ix alpha,,cuberec     
bimagrumab,bimagrumab,
bimatoprost,"(z)-7-((1r,2r,3r,5s)-3,5-dihydroxy-2-((1e,3s)-3-hydroxy-5-phenyl-1-pentenyl)cyclopentyl)-n-ethyl-5-heptenamide | bimatoprost | bimatoprostum",virle   
bimekizumab,bimekizumab,
bimiralisib,"2-pyridinamine, 5-(4,6-di-4-morpholinyl-1,3,5-triazin-2-yl)-4-(trifluoromethyl)- | 5-(4,6-dimorpholino-1,3,5-triazin-2-yl)-4-(trifluoromethyl)pyridin-2-amine | bimiralisib",
bimoclomol,bimoclomol,
bimosiamose,bimosiamose,
bindarit,bindarit,
binetrakin,binetrakin | il-4 | interleukin 4 (human) | interleukin 4 human | interleukin-4 | interleukin-4 (human; nonglycosylated),
binimetinib,binimetinib,
binodenoson,2-((cyclohexylmethylene)hydrazino)adenosine | binodenoson,
bintrafusp alfa,bintrafusp alfa,
bio-11006,,
bioallethrin,depalléthrine,
biochanin a,,
biomed 101,,
biomodulin t,biomodulina t | bmt im | bt,
biopterin,,
biotin,"(+)-cis-hexahydro-2-oxo-1h-thieno[3,4]imidazole-4-valeric acid | (3as,4s,6ar)-hexahydro-2-oxo-1h-thieno[3,4-d]imidazole-4-valeric acid | 5-(2-oxohexahydro-1h-thieno[3,4-d]imidazol-4-yl)pentanoic acid | biotin | biotina | biotine | biotinum | cis-(+)-tetrahydro-2-oxothieno[3,4]imidazoline-4-valeric acid | cis-hexahydro-2-oxo-1h-thieno(3,4)imidazole-4-valeric acid | cis-tetrahydro-2-oxothieno(3,4-d)imidazoline-4-valeric acid | coenzyme r | d-(+)-biotin | d-biotin | vitamin b7 | vitamin h",abydium  
biotinol-5-amp,,
biotinyl p-nitroaniline,,
bioymifi,"5-(5-((3-(4-bromophenyl)-2-imino-4-oxothiazolidin-5-ylidene)methyl)furan-2-yl)isoindoline-1,3-dione | 5-[5-[(z)-[3-(4-bromophenyl)-2-imino-4-oxo-1,3-thiazolidin-5-ylidene]methyl]furan-2-yl]isoindole-1,3-dione",
biperiden,1-bicyclo[2.2.1]hept-5-en-2-yl-1-phenyl-3-piperidin-1-yl-propan-1-ol | alpha-5-norbornen-2-yl-alpha-phenyl-1-piperidinepropanol | alpha-bicyclo[2.2.1]hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol | biperiden | biperidene | biperideno | biperidenum,raitol  
biphenyl dimethyl dicarboxylate,"dimethyl 4,4'-biphenyldicarboxylate | nissel",
"biphenyl-2,3-diol",,
biphenylalanine,,
biphenylol,biphenylol (mixed isomers),
birabresib,"2-[(6s)-4-(4-chlorophenyl)-2,3,9-trimethyl-6h-thienol[3,2,-f]-[1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl]-n-(4-hydroxyphenyl)-acetamide | birabresib",
birch bark extract,betula pendula/pubescens bark | betulae cortex extract | birch triterpenes | oleogel-s10,
bird pepper,african bird pepper | american bird pepper | american bird pepper fruit | bird pepper extract | bird's eye pepper | bird's eye pepper fruit | capsicum annuum var. aviculare fruit | capsicum annuum var. glabriusculum fruit | capsicum annuum var. minimum fruit | capsicum annuum var. minus fruit | chile tepin | chile tepin fruit | chilipiquin | chilipiquin fruit | chiltepe | chiltepe fruit | chiltepin pepper | chiltepin pepper fruit | piquin | tepin pepper | tepin pepper fruit,
biricodar,biricodar,
birinapant,birinapant,
biropepimut-s,biropepimut-s | lys-val-ala-glu-leu-val-his-phe-leu-arg-val-lys-arg-phe-leu-trp-gly-pro-arg-ala-leu-val-arg-val-lys-arg-val-ile-phe-ser-lys-ala-ser-ser-ser-leu-gln-leu-arg-lys-lys-arg-arg-gln-arg-arg-arg | mage-a3 trojan peptide vaccine,
birtamimab,birtamimab,
"bis(2,2-dimethylpropanoyloxymethyl) vk-0214","2,2-dimethylpropanoic acid 1,1'-((((4-((4-hydroxy-3-(phenylmethyl)phenyl)methyl)-3,5-dimethylphenoxy)methyl)phosphinylidene)bis(oxymethylene)) ester | bis(2,2-dimethylpropanoyloxymethyl)vk-0214 | propanoic acid, 2,2-dimethyl-, 1,1'-((((4-((4-hydroxy-3-(phenylmethyl)phenyl)methyl)-3,5-dimethylphenoxy)methyl)phosphinylidene)bis(oxymethylene)) ester",
bis(4-nitrophenyl) hydrogen phosphate,,
bis(5-amidino-2-benzimidazolyl)methane ketone,,
bis(5-amidino-2-benzimidazolyl)methane ketone hydrate,,
bis(5-amidino-2-benzimidazolyl)methanone,,venclexta   
bis(5-amidino-benzimidazolyl)methane,,aeriu   
bis(5-amidino-benzimidazolyl)methanone zinc,,
bis(6-aminohexyl)amine,"dihexylenetriamine | n-(6-aminohexyl)-1,6-hexanediamine",
bis(adenosine)-5'-pentaphosphate,,tylenol    
bis(adenosine)-5'-triphosphate,,voltaren r    
bis(molybdopterin)tungsten cofactor,tungstopterin | w-molybdopterin cofactor,airtal    
bis(n-maleimidomethyl)ether,"n,n'-(oxydimethylene)dimaleimide",
"bis-1,2-{[(z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane",,
"bis-1,2-{[(z)-2carboxy-2-methyl-1,3-dioxane]-5-yloxycarbonyl}-piperazine",,
bisacodyl,"bisacodilo | bisacodyl | bisacodyle | bisacodylum | phenol, 4,4'-(2-pyridinylmethylene)bis-, diacetate (ester)",
bisantrene,"9,10-anthracenedicarboxaldehyde bis(2-imidazolin-2-ylhydrazone) | 9,10-anthracenedicarboxaldehyde, bis((4,5-dihydro-1h-imidazol-2-yl)hydrazone)",
bis-benzamidine,,combivir 
bisegliptin,bisegliptin,
"bishydroxy[2h-1-benzopyran-2-one,1,2-benzopyrone]",,
bisindolylmaleimide i,,
bisindolylmaleimide viii,,mt continu   
bismuth cation,bismut(iii)-ion | bismuth(3+) | bismuth(iii) cation | bisumth(3+) ion | wismut(iii)-ion,
bismuth oxide,bismuth trioxide | bismuth yellow | bismuthous oxide | bismuthum oxydatum | dibismuth trioxide,
bismuth subcarbonate,"2,4-dioxa-1,5-dibismapentane, 1,3,5-trioxo- | bismuth carbonate | bismuth oxycarbonate | bismuth subcarbonate | bismuthyl carbonate",
bismuth subcitrate potassium,bismuth subcitrate potassium anhydrous,
bismuth subgallate,"basic bismuth 3,4,5-trihydroxybenzoate | basisches wismutgallat | bismuth subgallate | bismuto subgalato | gallic acid bismuth basic salt | wismutgallathydroxid",
bismuth subnitrate,"bismuth hydroxide nitrate oxide | bismuth nitrate, basic | bismuth subnitrate | bismuthum subnitricum",
bismuth subsalicylate,"2-hydroxy-benzo[1,3,2]dioxabismin-4-one | basic bismuth salicylate | bismuth oxide salicylate | bismuth oxysalicylate | bismuth subsalicylate | pink bismuth | wismutsubsalicylat",formet  
bis-napthyl beta-ketophosphonic acid,,
bisoctrizole,bisoctrizole | mbbt,
bisoprolol,(+-)-1-((alpha-(2-isopropoxyethoxy)-p-tolyl)oxy)-3-(isopropylamino)-2-propanol | (rs)-1-(4-(2-isopropoxyethoxymethyl)phenoxy)-3-(isopropylamino)-2-propanol | bisoprolol | bisoprololum,yucomy   
bisoxatin,bisoxatin,
bisoxatin acetate,bisoxatin acetate,
bisphenol a,"4,4'-bisphenol a | 4,4'-isopropylidenediphenol | bisphenol-a | bpa | dianin's compound",
bisphenol a diglycidyl ether,"2,2-bis(4-glycidyloxyphenyl)propane | 2,2-bis(4'-glycidyloxyphenyl)propane | 4,4'-isopropylidenediphenol diglycidyl ether | bisphenol diglycidyl ether | dgebpa | diglycidyl bisphenol a ether",
bisphenol z,"4,4'-cyclohexane-1,1-diyldiphenol | 4,4'-cyclohexylidenebisphenol | antigene w | bis-z",
bisphosphocin nu-3,"3'-thymidylic acid, monobutyl ester, 5'-(butyl hydrogen phosphate) | bisphosphocin nu-3 | bisphosphocin nu3 | nu-3",
bithionol,"2-hydroxy-3,5-dichlorophenyl sulfide | 2-hydroxy-3,5-dichlorophenyl sulphide | 2,2'-dihydroxy-3,3',5,5'-tetrachlorodiphenyl sulfide | 2,2'-dihydroxy-3,3',5,5'-tetrachlorodiphenylsulfide | 2,2'-sulfanediylbis(4,6-dichlorophenol) | 2,2'-thiobis(4,6-dichlorophenol) | bis(3,5-dichloro-2-hydroxyphenyl) sulfide | bithionol | bithionol sulfide | bithionolate | bithionolum | bitionol",
bitolterol,"4-(2-(tert-butylamino)-1-hydroxyethyl)-o-phenylene di-p-toluate | 4-[2-(tert-butylamino)-1-hydroxyethyl]-o-phenylene di-p-toluate | bis(4-methylbenzoic acid) 4-[2-(tert-butylamino)-1-hydroxyethyl]-1,2-phenylene ester | bitolterol | bitoltérol | bitolterolum",uprim bp  
bitopertin,bitopertin,
bivalirudin,bivalirudin | bivalirudina | bivalirudinum,fenaeic   
bivatuzumab,bivatuzumab,
bixalomer,bixalomer,
bizalimogene ralaplasmid,bizalimogene ralaplasmid,
bizaxofusp,il-4 pseudomonas toxin fusion protein (il-4(38-37)-pe38kdel) | il4-pseudomonas exotoxin fusion protein mdna55 | il4(38-37)-pe38kdel,
bizelesin,bizelesin,
bj-001,,
bk-mda,mdc,
bl-1020,,
black cohosh,black cohosh | black snakeroot | cimicifuga racemosa | cimicifuga racemosa rhizome | cimicifuga racemosa root | cimicifuga racemosa root with rhizome | cimicifugae rhizoma | fairy candle root | rattleroot,
black olive,,
black pepper,,
black sea bass,black sea bass | black sea bass flesh | blackfish | centropristis melana flesh | centropristis melanus flesh | centropristis striata flesh | centropristis striata muscle | labrus striatus flesh | sea bass (centropristis striata),
black walnut,,
black widow spider antivenin (equine),"antivenin (latrodectus mactans) | antivenin (latrodectus mactans) (equine) | antivenin, latrodectus mactans | antivenin, latrodectus mactans, equine | antivenin,latrodectus mactans | black widow spider (latrodectus mactans) antivenin | black widow spider (latrodectus mactans) immune antivenin (equine) | black widow spider (latrodectus mactans) immune fab2 antivenin (equine) | black widow spider (latrodectus mactans) immune globulin antivenin (equine) | black widow spider (latrodectus mactans) immune globulin(equine) | black widow spider (latrodectus mactans) immunoglobulin(equine) | black widow spider antivenom | latrodectus immune f(ab)2 | latrodectus mactans antivenin | southern black widow spider antivenin",
blackberry,blackberry flavor,
black-eyed pea,,
blarcamesine,"anavex 2-73 | anavex 2-73 free base | anavex2-73 | anavex2-73 free base | blarcamesine | tetrahydro-n,n-dimethyl-2,2-diphenyl-3-furanemethanamine | thd-dp-fm",
blatella germanica,"allergenic extract- cockroach, german blatella germanica | german cockroach allergenic extract",
bleomycin,bleocin | bleomicin | bleomicina | bleomycin | bleomycine | bleomycinum,celebrex  
bleomycin a2,"bleogin | bleomycinamide, n1-(3-(dimethylsulfonio)propyl)- | pingyangmycin a2 | zhengguangmycin a2",
bleomycin a6,boanmycin | pingyangmycin a6 | zhengguangmycin a6,
bleselumab,bleselumab,
bleximenib,"benzamide, n-ethyl-5-fluoro-2-[[5-[2-[(1r)-4-[(2-methoxyethyl)methylamino]-1-(1-methylethyl)butyl]-2,6-diazaspiro[3.4]oct-6-yl]-1,2,4-triazin-6-yl]oxy]-n-(1-methylethyl)- | n-ethyl-5-fluoro-2-{[5-(2-{(3r)-6-[(2-methoxyethyl)(methyl)amino]-2-methylhexan-3-yl}-2,6-diazaspiro[3.4]octan-6-yl)-1,2,4-triazin-6-yl]oxy}-n-(propan-2-yl)benzamide",
blinatumomab,blinatumomab,
blisibimod,blisibimod,
blonanserin,blonanserin,
blosozumab,blosozumab,
bls-m22,,
blu-9931,"2-propenamide, n-(2-((6-(2,6-dichloro-3,5-dimethoxyphenyl)-2-quinazolinyl)amino)-3-methylphenyl)- | n-(2-((6-(2,6-dichloro-3,5-dimethoxyphenyl)-2-quinazolinyl)amino)-3-methylphenyl)-2-propenamide",
blue crab,blue crab preparation,
blueberry,blue ridge blueberry | blueberry allergenic extract,
bluefish,,
blx-883,,
blxa4,,
blz-945,sotuletinib,
bm-3103,4-hydroxy-4'-methyoxytolan | 4-hydroxy-4′-methoxytolan,
bmn-044,bmn 044 | bmn-044 | bmn044 | pro044,
bmn-045,bmn 045 | bmn045 | pro045,
bmn-046,bmn046,
bmn-052,bmn052,
bmn-053,bmn053 | bmn53 | pro053,
bmn-055,bmn055,
bmn-331,,
bmn-351,,
bms-181156,"(e)-4-(3-oxo-3-(5,6,7,8-tetrahydro-5,5,8,8-tetramethyl-2-naphthalenyl)-1-propenyl)benzoic acid",
bms184394,,
bms-184476,7-methylthiomethylpaclitaxel,
bms-188797,4-desacetylpaclitaxel 4-methyl carbonate,
bms-214662,,
bms-275183,,
bms-394136,,
bms-488043,,
bms-564929,,
bms-582949,,
bms-599626,,
bms-690514,,
bms-741672,n-(5-(isopropyl(methyl)amino)-2-(2-oxo-3-((6-(trifluoromethyl)quinazolin-4-yl)amino)pyrrolidin-1-yl)cyclohexyl)methanesulfonamide,
bms-754807,,
bms-770767,"4-(8-(2-chlorophenoxy)(1,2,4)triazolo(4,3-a)pyridin-3-yl)bicyclo(2.2.1)heptan-1-ol | bicyclo(2.2.1)heptan-1-ol, 4-(8-(2-chlorophenoxy)-1,2,4-triazolo(4,3-a)pyridin-3-yl)-",
bms-777607,,
bms-791826,,
bms-813160,,
bms-817399,,
bms-830216,,
bms-833923,bms-833923 free base anhydrous,
bms-863233,,
bms-903452,,
bms-908662,,
bms-911543,,
bms-919373,,
bms-929075,,
bms-955176,,
bms-986012,,
bms-986020,,
bms-986094,,
bms-986104,,
bms-986115,,
bms-986141,,
bms-986142,,
bms-986158,,
bms-986251,"(1r,3s,4r)-4-((3ar,9br)-9b-((4-fluorophenyl)sulfonyl)-7-(perfluoropropan-2-yl)-2,3,3a,4,5,9b-hexahydro-1h-benzo(e)indole-3-carbonyl)-3-methylcyclohexane-1-carboxylic acid",
bms-986278,"(1s,3s)-3-((2-methyl-6-(1-methyl-5-(((methyl(propyl)carbamoyl)oxy)methyl)-1h-1,2,3-triazol-4-yl)pyridin-3-yl)oxy)cyclohexane-1-carboxylic acid | cyclohexanecarboxylic acid, 3-((2-methyl-6-(1-methyl-5-((((methylpropylamino)carbonyl)oxy)methyl)-1h-1,2,3-triazol-4-yl)-3-pyridinyl)oxy)-, (1s,3s)-",
bmsc-0013,n-{6-[(methoxycarbonyl)amino]hexanoyl}-β-d-galactopyranosylamine,
bmx-001 free base,"manganese(5+), ((2,2',2'',2'''-(21h,23h-porphine-5,10,15,20-tetrayl-.kappa.n21,.kappa.n22,.kappa.n23,.kappa.n24)tetrakis(1-(2-butoxyethyl)pyridiniumato))(2-))-, (sp-4-1)-",
